title,exp_years,city,level,category,year
Branches Technical Support Specialist ,1,Cairo,Entry Level,Software Engneering,2014
.Net Developer,2,Cairo,Experienced,Software Engneering,2014
Senior PHP Developer,5,Cairo,Experienced,Software Engneering,2014
 Java Developer,0,Cairo,Entry Level,Software Engneering,2014
iOS Developer,5,Cairo,Experienced,Software Engneering,2014
Web Developer,5,Cairo,Experienced,Software Engneering,2014
Senior Mobile Developer,3,Cairo,Experienced,Software Engneering,2014
Software Tester,3,Cairo,Entry Level,Software Engneering,2014
 Web Designer ,2,Giza,Experienced,Software Engneering,2014
Senior Software Developer ,2,Cairo,Experienced,Software Engneering,2014
PHP Web Developer,2,Cairo,Experienced,Software Engneering,2014
"ASP.NET Developer (C#.NET, SQL, Oracle)",5,Mansoura,Experienced,Software Engneering,2014
IT Technical Support,0,Cairo,Entry Level,IT Category,2014
Software Developer ( Java ),0,Giza,Experienced,Software Engneering,2014
"IT Specialist  ""Ismailia""",1,Ismailia,Experienced,IT Category,2014
PHP Developer,3,Cairo,Experienced,Software Engneering,2014
HTML5 Developer,3,Cairo,Experienced,Software Engneering,2014
.Net MVC Developer,1,Cairo,Experienced,Software Engneering,2014
Remedy Developers,0,Cairo,Entry Level,Software Engneering,2014
Graphics Designer,1,New Cairo,Entry Level,Software Engneering,2014
Java Developer,4,Cairo,Experienced,Software Engneering,2014
Business Intelligence Engineer,5,Cairo,Experienced,Software Engneering,2014
Senior Ruby on Rails Developer,2,Giza,Experienced,Software Engneering,2014
"Software Engineer ""Speech Recognition""",5,Cairo,Experienced,Software Engneering,2014
Software Engineer,0,New Cairo,Experienced,Software Engneering,2014
Software Developer,1,El Monofeya,Entry Level,Software Engneering,2014
Senior Software Developer,3,Shebin ElKoum,Experienced,Software Engneering,2014
.Net SharePoint Developer,4,Cairo,Experienced,Software Engneering,2014
.NET MVC developer,2,Cairo,Experienced,Software Engneering,2014
PHP Developer ,3,Cairo,Experienced,Software Engneering,2014
Mobile Application Developer,3,Cairo,Experienced,Software Engneering,2014
Senior business analyst ,7,Cairo,Experienced,Software Engneering,2014
.Net Developer,8,Cairo,Experienced,Software Engneering,2014
Software Test Engineer,3,Cairo,Experienced,Software Engneering,2014
Senior UI Developer,6,Cairo,Experienced,Software Engneering,2014
PHP Web Developer,3,Giza,Experienced,Software Engneering,2014
PHP Developer,2,Cairo,Experienced,Software Engneering,2014
Senior iOS Developer,2,Cairo,Experienced,Software Engneering,2014
Junior Java Developer ,1,Cairo,Entry Level,Software Engneering,2014
PHP Developer,1,Cairo,Entry Level,Software Engneering,2014
Android Developer,3,Cairo,Experienced,Software Engneering,2014
PHP Web Developer ,5,Giza,Experienced,Software Engneering,2014
Senior Business Analyst,5,Cairo,Experienced,Software Engneering,2014
Kinect Developer,3,Cairo,Experienced,Software Engneering,2014
System Engineer,0,Cairo,Entry Level,Software Engneering,2014
PHP Developer,3,Cairo,Experienced,Software Engneering,2014
Android & iOS Developers,0,Cairo,Experienced,Software Engneering,2014
Web / UI Developer,2,Mansoura,Experienced,Software Engneering,2014
PHP Developer,5,Cairo,Experienced,Software Engneering,2014
Senior Graphic & Web Designer,3,Cairo,Experienced,Software Engneering,2014
.Net Developer,6,Giza,Experienced,Software Engneering,2014
Technical Support Engineer,3,Cairo,Experienced,Software Engneering,2014
Java Engineer,5,Cairo,Experienced,Software Engneering,2014
Technical Software Engineer ''.Net'',2,Cairo,Experienced,Software Engneering,2014
Database Administrator ,6,New Cairo,Experienced,Software Engneering,2014
Senior iOS Developer,2,Cairo,Experienced,Software Engneering,2014
Software Developer,0,Cairo,Entry Level,Software Engneering,2014
Senior Oracle Developer,4,Cairo,Experienced,Software Engneering,2014
"Systems Engineer (Linux,Unix Background)  ",0,Cairo,Entry Level,Software Engneering,2014
Technical Software Team Lead,5,Alexandria,Experienced,Software Engneering,2014
Senior iOS Developer,4,Cairo,Experienced,Software Engneering,2014
Web/UI Designer,3,New Cairo,Experienced,Software Engneering,2014
PHP Web Developer / Programmer,1,Alexandria,Experienced,Software Engneering,2014
PHPFox Developer,4,Alexandria,Experienced,Software Engneering,2014
Web/UI Designer ,5,Cairo,Experienced,Software Engneering,2014
IT Manager for A Supermarket Chain ,5,Cairo,Manager,IT Category,2014
Senior IT Officer ,5,Giza,Manager,IT Category,2014
Software/Web Developer,5,Alexandria,Experienced,Software Engneering,2014
Front-End Developer,1,Cairo,Experienced,Software Engneering,2014
Senior PHP Developer,4,Giza,Experienced,Software Engneering,2014
Senior Linux Admin,5,Cairo,Experienced,Software Engneering,2014
E-Learning Administrator ,3,Giza,Experienced,Software Engneering,2014
E-Learning Administrator ,3,Giza,Experienced,Software Engneering,2014
Senior/Junior+ PHP developer ,7,Cairo,Experienced,Software Engneering,2014
Junior Application Consultant,2,Cairo,Entry Level,Software Engneering,2014
Senior .Net Developer,4,Mansoura,Experienced,Software Engneering,2014
Tester,2,Cairo,Entry Level,Software Engneering,2014
Software Developer,2,menoufia,Experienced,Software Engneering,2014
Junior PHP Developer,3,Cairo,Experienced,Software Engneering,2014
IOS Developer,4,Cairo,Experienced,Software Engneering,2014
PHP Developer,5,Cairo,Experienced,Software Engneering,2014
Mobile Cross Platform Developer,2,Cairo,Experienced,Software Engneering,2014
Web Developer,3,Cairo,Experienced,Software Engneering,2014
SR. Network Engineer/ System Admin,6,Cairo,Manager,Software Engneering,2014
Senior Sharepoint Developer,7,Giza,Experienced,Software Engneering,2014
Web Designer,5,Cairo,Experienced,Software Engneering,2014
Configuration Management Engineer,5,Cairo,Experienced,Software Engneering,2014
 IT - Trainee,0,Cairo,Entry Level,IT Category,2014
Senior PHP developer (Team Leader),5,Cairo,Experienced,Software Engneering,2014
Senior PHP developer (Team Leader),5,Cairo,Experienced,Software Engneering,2014
Senior PHP developer (Team Leader),5,Cairo,Experienced,Software Engneering,2014
Senior Java Developer ,6,Cairo,Experienced,Software Engneering,2014
Sharepoint Senior Developer/Architect ,6,Cairo,Experienced,Software Engneering,2014
Technical Support Engineer,5,Giza,Experienced,Software Engneering,2014
Oracle Administrator,4,el mansoura,Experienced,Software Engneering,2014
Business Intelligence Team Leader,8,Giza,Experienced,Software Engneering,2014
IT Specialist,4,Giza,Experienced,IT Category,2014
Business IntelligenceTeam Leader,8,Giza,Experienced,Software Engneering,2014
UI/UX Developer ,1,Alexandria,Experienced,Software Engneering,2014
Senior System Administrator,5,obour,Experienced,Software Engneering,2014
Senior Infrastructure Engineer,6,Cairo,Experienced,Software Engneering,2014
Mobile Application Designer,2,Cairo,Experienced,Software Engneering,2014
Software Developer,0,Cairo,Entry Level,Software Engneering,2014
Mobile Application Designer,0,Cairo/ New Cairo,Entry Level,Software Engneering,2014
Senior Java Developer ,8,Cairo,Experienced,Software Engneering,2014
Web Administrator,3,Giza,Experienced,Software Engneering,2014
Sharepoint Software Developer,5,Cairo,Experienced,Software Engneering,2014
Web and Mobile Software Developer,5,Cairo,Experienced,Software Engneering,2014
Software Quality Engineer - Sharepoint,4,Cairo,Experienced,Software Engneering,2014
IT Manager ,3,Giza,Experienced,IT Category,2014
Web Developer,1,Cairo,Entry Level,Software Engneering,2014
IT Specialist ,3,Giza,Experienced,IT Category,2014
LAMP Web Developer,2,Alexandria,Entry Level,Software Engneering,2014
Web Developer (Java or PHP) ,2,Cairo,Experienced,Software Engneering,2014
Web Developer (PHP),3,Cairo,Experienced,Software Engneering,2014
Android App Developer,2,Cairo,Experienced,Software Engneering,2014
Senior Mobile Application Developers,6,Cairo,Experienced,Software Engneering,2014
Senior Java Developer,7,Cairo,Experienced,Software Engneering,2014
Front End Engineer,5,Cairo,Experienced,Software Engneering,2014
Oracle Administrator,4,el mansoura,Experienced,Software Engneering,2014
Technical Project Manager ,5,Cairo,Manager,Software Engneering,2014
Sharepoint Senior Developer/Architect ,6,Cairo,Experienced,Software Engneering,2014
UI/UX Developer ,1,Alexandria,Experienced,Software Engneering,2014
IT Help Desk Clerk ,3,Cairo,Experienced,IT Category,2014
UI Developer,3,Cairo,Experienced,Software Engneering,2014
iOS Developer,3,Cairo,Experienced,Software Engneering,2014
iOS Developer,3,Cairo,Experienced,Software Engneering,2014
Mobile Applications Developer ,3,Cairo,Experienced,Software Engneering,2014
Web Designer & PHP Developer,3,Cairo,Experienced,Software Engneering,2014
Senior Android Developer,8,Cairo,Experienced,Software Engneering,2014
Senior Quality Control Engineer,2,Cairo,Experienced,Software Engneering,2014
Senior Software Tester,5,Cairo,Experienced,Software Engneering,2014
Technical Support Specialist,2,Menofya,Entry Level,Software Engneering,2014
Senior Oracle Developer,10,Cairo,Experienced,Software Engneering,2014
Dot Net Developer,3,Cairo,Entry Level,Software Engneering,2014
Software Designer ,5,Cairo,Experienced,Software Engneering,2014
Senior Artificial Intelligence Engineer,3,Cairo,Experienced,Software Engneering,2014
SAP Module Manager (FICO),4,Al Monofyah,Manager,Software Engneering,2014
Software Technical Support Engineer ,3,Cairo,Entry Level,Software Engneering,2014
Java Developer,3,Giza,Experienced,Software Engneering,2014
SharePoint Teamleader,5,el mansoura,Experienced,Software Engneering,2014
Web Developer,3,Cairo,Experienced,Software Engneering,2014
Business Analyst,9,Cairo,Experienced,Software Engneering,2014
Senior Java Developer ,4,Cairo,Experienced,Software Engneering,2014
Technical Team Leader,5,Giza,Experienced,Software Engneering,2014
Senior Software Engineer (PHP),5,Mohandeseen,Experienced,Software Engneering,2014
Technical Analyst,7,Cairo,Experienced,Software Engneering,2014
Creative UI/UX Designer,3,Mansoura,Experienced,Software Engneering,2014
Senior Dot Net Developer,4,Cairo,Experienced,Software Engneering,2014
Senior Software Developer,2,Cairo,Experienced,Software Engneering,2014
Business Analyst,9,Cairo,Experienced,Software Engneering,2014
Android Developer,1,Cairo,Experienced,Software Engneering,2014
SharePoint Teamleader,5,el mansoura,Experienced,Software Engneering,2014
Web Designer,0,Cairo,Entry Level,Software Engneering,2014
Web Developer,3,Cairo,Experienced,Software Engneering,2014
IT Specialist,0,Cairo,Entry Level,IT Category,2014
Web Developer ,2,Giza,Experienced,Software Engneering,2014
Web UI Developer,3,Cairo,Experienced,Software Engneering,2014
Senior .Net Developer,3,Giza,Experienced,Software Engneering,2014
Open ERP  Developer,2,Cairo,Experienced,Software Engneering,2014
PHP Developer ,2,Cairo,Experienced,Software Engneering,2014
Senior Web Developer,3,Cairo,Experienced,Software Engneering,2014
Android Software Developer,1,Cairo,Entry Level,Software Engneering,2014
IOS Developers ,1,Cairo,Experienced,Software Engneering,2014
Technical Translator (IT),1,Cairo,Experienced,IT Category,2014
Web And Mobile Application Developer ,1,Cairo,Experienced,Software Engneering,2014
SoftWare Developer,3,Cairo,Experienced,Software Engneering,2014
SoftWare Developer,3,Cairo,Experienced,Software Engneering,2014
SoftWare Developer,3,Csiro,Experienced,Software Engneering,2014
SoftWare Devloper,3,Cairo,Experienced,Software Engneering,2014
Content Management Specialist,0,Cairo,Entry Level,Software Engneering,2014
System Administrator,7,Cairo,Experienced,Software Engneering,2014
Web Designer,3,Cairo,Experienced,Software Engneering,2014
Enterprise Content Management Engineer,4,Cairo,Experienced,Software Engneering,2014
Systems Analyst,7,Cairo,Experienced,Software Engneering,2014
Senior Dynamics AX Functional Consultant,6,Cairo,Experienced,Software Engneering,2014
Linux Administrator,0,Cairo,Entry Level,Software Engneering,2014
ATG Technical Lead,5,Cairo,Experienced,Software Engneering,2014
GSM Developer,5,Cairo,Entry Level,Software Engneering,2014
ERP Systems Implementer,3,Alexandria,Experienced,Software Engneering,2014
Software Engineer,3,Cairo,Experienced,Software Engneering,2014
Senior JAVA Developer,4,Cairo,Experienced,Software Engneering,2014
Android Software Engineer,2,Cairo,Experienced,Software Engneering,2014
Senior Moodle PHP Developer,3,Cairo,Manager,Software Engneering,2014
Web Developer Supervisor ,5,Cairo,Experienced,Software Engneering,2014
.Net Team Leader,5,Cairo,Experienced,Software Engneering,2014
Senior .NET Developer,3,Cairo,Experienced,Software Engneering,2014
Artificial Intelligence (AI & NLP) Specialist ,3,Cairo,Experienced,Software Engneering,2014
UI/UX Developer,0,6th of October,Experienced,Software Engneering,2014
Web Developer ,1,Cairo,Entry Level,Software Engneering,2014
Asterisk Developer (VICIDIAL Background Is A Must),4,Cairo,Experienced,Software Engneering,2014
PHP Developer,1,Cairo,Experienced,Software Engneering,2014
Mobile Application Developer,1,Cairo,Entry Level,Software Engneering,2014
.Net Developer,3,gize,Entry Level,Software Engneering,2014
Senior IT supervisor,1,Marsa Matrouh,Senior Management,IT Category,2014
PHP Developer,1,Cairo,Entry Level,Software Engneering,2014
SAP CRM Consultant,1,Cairo,Experienced,Software Engneering,2014
Android Developer,3,Cairo,Experienced,Software Engneering,2014
iOS Developer,3,Cairo,Experienced,Software Engneering,2014
PHP Developer,2,Cairo,Experienced,Software Engneering,2014
Senior Java Developer,3,Mansoura,Experienced,Software Engneering,2014
Systems Engineer (Linux/Unix Background)  ,0,Cairo,Entry Level,Software Engneering,2014
"Systems Engineer (Linux,Unix Background)  ",0,Cairo,Entry Level,Software Engneering,2014
"Lync, Exchange & SysCenter Expert",5,Cairo,Experienced,Software Engneering,2014
Software Engineer,0,Cairo,Entry Level,Software Engneering,2014
Web Designer  (UX/UI),4,Cairo,Experienced,Software Engneering,2014
Senior Front-End Developer ,2,Cairo,Experienced,Software Engneering,2014
Senior PHP Developer,3,Cairo,Experienced,Software Engneering,2014
Java Developer,1,Mansoura,Entry Level,Software Engneering,2014
QC Testing Engineer,0,Cairo,Entry Level,Software Engneering,2014
PHP Developer,4,Cairo,Experienced,Software Engneering,2014
.Net Developer.,1,Caro,Entry Level,Software Engneering,2014
IT Help Desk,2,Cairo,Entry Level,IT Category,2014
Software Engineer (PHP),2,Alexandria,Experienced,Software Engneering,2014
